series;time;value
"ruche-g2elab.S19";"2018-07-16T23:08:00+02:00";28,27
"ruche-g2elab.S19";"2018-07-16T23:10:00+02:00";28,221
"ruche-g2elab.S19";"2018-07-16T23:12:00+02:00";28,172
"ruche-g2elab.S19";"2018-07-16T23:14:00+02:00";28,123
"ruche-g2elab.S19";"2018-07-16T23:16:00+02:00";28,074
"ruche-g2elab.S19";"2018-07-16T23:18:00+02:00";28,025
"ruche-g2elab.S19";"2018-07-16T23:20:00+02:00";27,976
"ruche-g2elab.S19";"2018-07-16T23:22:00+02:00";27,927
"ruche-g2elab.S19";"2018-07-16T23:24:00+02:00";27,878
"ruche-g2elab.S19";"2018-07-16T23:26:00+02:00";27,829
"ruche-g2elab.S19";"2018-07-16T23:28:00+02:00";27,78
"ruche-g2elab.S19";"2018-07-16T23:30:00+02:00";27,732
"ruche-g2elab.S19";"2018-07-16T23:32:00+02:00";27,683
"ruche-g2elab.S19";"2018-07-16T23:34:00+02:00";27,634
"ruche-g2elab.S19";"2018-07-16T23:36:00+02:00";27,585
"ruche-g2elab.S19";"2018-07-16T23:38:00+02:00";27,536
"ruche-g2elab.S19";"2018-07-16T23:40:00+02:00";27,487
"ruche-g2elab.S19";"2018-07-16T23:42:00+02:00";27,438
"ruche-g2elab.S19";"2018-07-16T23:44:00+02:00";27,389
"ruche-g2elab.S19";"2018-07-16T23:46:00+02:00";27,34
"ruche-g2elab.S19";"2018-07-16T23:48:00+02:00";27,291
"ruche-g2elab.S19";"2018-07-16T23:50:00+02:00";27,242
"ruche-g2elab.S19";"2018-07-16T23:52:00+02:00";27,193
"ruche-g2elab.S19";"2018-07-16T23:54:00+02:00";27,144
"ruche-g2elab.S19";"2018-07-16T23:56:00+02:00";27,095
"ruche-g2elab.S19";"2018-07-16T23:58:00+02:00";27,046
"ruche-g2elab.S19";"2018-07-17T00:00:00+02:00";26,997
"ruche-g2elab.S19";"2018-07-17T00:02:00+02:00";26,948
"ruche-g2elab.S19";"2018-07-17T00:04:00+02:00";26,899
"ruche-g2elab.S19";"2018-07-17T00:06:00+02:00";26,85
"ruche-g2elab.S19";"2018-07-17T00:08:00+02:00";26,801
"ruche-g2elab.S19";"2018-07-17T00:10:00+02:00";26,752
"ruche-g2elab.S19";"2018-07-17T00:12:00+02:00";26,703
"ruche-g2elab.S19";"2018-07-17T00:14:00+02:00";26,654
"ruche-g2elab.S19";"2018-07-17T00:16:00+02:00";26,605
"ruche-g2elab.S19";"2018-07-17T00:18:00+02:00";26,556
"ruche-g2elab.S19";"2018-07-17T00:20:00+02:00";26,507
"ruche-g2elab.S19";"2018-07-17T00:22:00+02:00";26,459
"ruche-g2elab.S19";"2018-07-17T00:24:00+02:00";26,41
"ruche-g2elab.S19";"2018-07-17T00:26:00+02:00";26,361
"ruche-g2elab.S19";"2018-07-17T00:28:00+02:00";26,312
"ruche-g2elab.S19";"2018-07-17T00:30:00+02:00";26,263
"ruche-g2elab.S19";"2018-07-17T00:32:00+02:00";26,214
"ruche-g2elab.S19";"2018-07-17T00:34:00+02:00";26,165
"ruche-g2elab.S19";"2018-07-17T00:36:00+02:00";26,116
"ruche-g2elab.S19";"2018-07-17T00:38:00+02:00";26,067
"ruche-g2elab.S19";"2018-07-17T00:40:00+02:00";26,018
"ruche-g2elab.S19";"2018-07-17T00:42:00+02:00";25,969
"ruche-g2elab.S19";"2018-07-17T00:44:00+02:00";25,92
"ruche-g2elab.S19";"2018-07-17T00:46:00+02:00";25,871
"ruche-g2elab.S19";"2018-07-17T00:48:00+02:00";25,822
"ruche-g2elab.S19";"2018-07-17T00:50:00+02:00";25,773
"ruche-g2elab.S19";"2018-07-17T00:52:00+02:00";25,724
"ruche-g2elab.S19";"2018-07-17T00:54:00+02:00";25,675
"ruche-g2elab.S19";"2018-07-17T00:56:00+02:00";25,626
"ruche-g2elab.S19";"2018-07-17T00:58:00+02:00";25,577
"ruche-g2elab.S19";"2018-07-17T01:00:00+02:00";25,528
"ruche-g2elab.S19";"2018-07-17T01:02:00+02:00";25,479
"ruche-g2elab.S19";"2018-07-17T01:04:00+02:00";25,43
"ruche-g2elab.S19";"2018-07-17T01:06:00+02:00";25,381
"ruche-g2elab.S19";"2018-07-17T01:08:00+02:00";25,332
"ruche-g2elab.S19";"2018-07-17T01:10:00+02:00";25,283
"ruche-g2elab.S19";"2018-07-17T01:12:00+02:00";25,234
"ruche-g2elab.S19";"2018-07-17T01:14:00+02:00";25,185
"ruche-g2elab.S19";"2018-07-17T01:16:00+02:00";25,137
"ruche-g2elab.S19";"2018-07-17T01:18:00+02:00";25,088
"ruche-g2elab.S19";"2018-07-17T01:20:00+02:00";25,039
"ruche-g2elab.S19";"2018-07-17T01:22:00+02:00";24,99
"ruche-g2elab.S19";"2018-07-17T01:24:00+02:00";24,941
"ruche-g2elab.S19";"2018-07-17T01:26:00+02:00";24,892
"ruche-g2elab.S19";"2018-07-17T01:28:00+02:00";24,843
"ruche-g2elab.S19";"2018-07-17T01:30:00+02:00";24,794
"ruche-g2elab.S19";"2018-07-17T01:32:00+02:00";24,745
"ruche-g2elab.S19";"2018-07-17T01:34:00+02:00";24,696
"ruche-g2elab.S19";"2018-07-17T01:36:00+02:00";24,647
"ruche-g2elab.S19";"2018-07-17T01:38:00+02:00";24,598
"ruche-g2elab.S19";"2018-07-17T01:40:00+02:00";24,549
"ruche-g2elab.S19";"2018-07-17T01:42:00+02:00";24,5
"ruche-g2elab.S19";"2018-07-17T01:44:00+02:00";24,45
"ruche-g2elab.S19";"2018-07-17T01:46:00+02:00";24,4
"ruche-g2elab.S19";"2018-07-17T01:48:00+02:00";24,4
"ruche-g2elab.S19";"2018-07-17T01:50:00+02:00";24,4
"ruche-g2elab.S19";"2018-07-17T01:52:00+02:00";24,4
"ruche-g2elab.S19";"2018-07-17T01:54:00+02:00";24,35
"ruche-g2elab.S19";"2018-07-17T01:56:00+02:00";24,3
"ruche-g2elab.S19";"2018-07-17T01:58:00+02:00";24,275
"ruche-g2elab.S19";"2018-07-17T02:00:00+02:00";24,25
"ruche-g2elab.S19";"2018-07-17T02:02:00+02:00";24,225
"ruche-g2elab.S19";"2018-07-17T02:04:00+02:00";24,2
"ruche-g2elab.S19";"2018-07-17T02:06:00+02:00";24,169
"ruche-g2elab.S19";"2018-07-17T02:08:00+02:00";24,138
"ruche-g2elab.S19";"2018-07-17T02:10:00+02:00";24,108
"ruche-g2elab.S19";"2018-07-17T02:12:00+02:00";24,077
"ruche-g2elab.S19";"2018-07-17T02:14:00+02:00";24,046
"ruche-g2elab.S19";"2018-07-17T02:16:00+02:00";24,015
"ruche-g2elab.S19";"2018-07-17T02:18:00+02:00";23,985
"ruche-g2elab.S19";"2018-07-17T02:20:00+02:00";23,954
"ruche-g2elab.S19";"2018-07-17T02:22:00+02:00";23,923
"ruche-g2elab.S19";"2018-07-17T02:24:00+02:00";23,892
"ruche-g2elab.S19";"2018-07-17T02:26:00+02:00";23,862
"ruche-g2elab.S19";"2018-07-17T02:28:00+02:00";23,831
"ruche-g2elab.S19";"2018-07-17T02:30:00+02:00";23,8
"ruche-g2elab.S19";"2018-07-17T02:32:00+02:00";23,769
"ruche-g2elab.S19";"2018-07-17T02:34:00+02:00";23,738
"ruche-g2elab.S19";"2018-07-17T02:36:00+02:00";23,708
"ruche-g2elab.S19";"2018-07-17T02:38:00+02:00";23,677
"ruche-g2elab.S19";"2018-07-17T02:40:00+02:00";23,646
"ruche-g2elab.S19";"2018-07-17T02:42:00+02:00";23,615
"ruche-g2elab.S19";"2018-07-17T02:44:00+02:00";23,585
"ruche-g2elab.S19";"2018-07-17T02:46:00+02:00";23,554
"ruche-g2elab.S19";"2018-07-17T02:48:00+02:00";23,523
"ruche-g2elab.S19";"2018-07-17T02:50:00+02:00";23,492
"ruche-g2elab.S19";"2018-07-17T02:52:00+02:00";23,462
"ruche-g2elab.S19";"2018-07-17T02:54:00+02:00";23,431
"ruche-g2elab.S19";"2018-07-17T02:56:00+02:00";23,4
"ruche-g2elab.S19";"2018-07-17T02:58:00+02:00";23,4
"ruche-g2elab.S19";"2018-07-17T03:00:00+02:00";23,4
"ruche-g2elab.S19";"2018-07-17T03:02:00+02:00";23,3
"ruche-g2elab.S26";"2018-07-16T16:16:00+02:00";26,6
"ruche-g2elab.S26";"2018-07-16T16:18:00+02:00";26,6
"ruche-g2elab.S26";"2018-07-16T16:20:00+02:00";26,846
"ruche-g2elab.S26";"2018-07-16T16:22:00+02:00";27,093
"ruche-g2elab.S26";"2018-07-16T16:24:00+02:00";27,339
"ruche-g2elab.S26";"2018-07-16T16:26:00+02:00";27,585
"ruche-g2elab.S26";"2018-07-16T16:28:00+02:00";27,832
"ruche-g2elab.S26";"2018-07-16T16:30:00+02:00";28,078
"ruche-g2elab.S26";"2018-07-16T16:32:00+02:00";28,324
"ruche-g2elab.S26";"2018-07-16T16:34:00+02:00";28,571
"ruche-g2elab.S26";"2018-07-16T16:36:00+02:00";28,817
"ruche-g2elab.S26";"2018-07-16T16:38:00+02:00";29,063
"ruche-g2elab.S26";"2018-07-16T16:40:00+02:00";29,31
"ruche-g2elab.S26";"2018-07-16T16:42:00+02:00";29,556
"ruche-g2elab.S26";"2018-07-16T16:44:00+02:00";29,802
"ruche-g2elab.S26";"2018-07-16T16:46:00+02:00";30,049
"ruche-g2elab.S26";"2018-07-16T16:48:00+02:00";30,295
"ruche-g2elab.S26";"2018-07-16T16:50:00+02:00";30,541
"ruche-g2elab.S26";"2018-07-16T16:52:00+02:00";30,788
"ruche-g2elab.S26";"2018-07-16T16:54:00+02:00";31,034
"ruche-g2elab.S26";"2018-07-16T16:56:00+02:00";31,28
"ruche-g2elab.S26";"2018-07-16T16:58:00+02:00";31,527
"ruche-g2elab.S26";"2018-07-16T17:00:00+02:00";31,773
"ruche-g2elab.S26";"2018-07-16T17:02:00+02:00";32,02
"ruche-g2elab.S26";"2018-07-16T17:04:00+02:00";32,266
"ruche-g2elab.S26";"2018-07-16T17:06:00+02:00";32,512
"ruche-g2elab.S26";"2018-07-16T17:08:00+02:00";32,759
"ruche-g2elab.S26";"2018-07-16T17:10:00+02:00";33,005
"ruche-g2elab.S26";"2018-07-16T17:12:00+02:00";33,251
"ruche-g2elab.S26";"2018-07-16T17:14:00+02:00";33,498
"ruche-g2elab.S26";"2018-07-16T17:16:00+02:00";33,744
"ruche-g2elab.S26";"2018-07-16T17:18:00+02:00";33,99
"ruche-g2elab.S26";"2018-07-16T17:20:00+02:00";34,237
"ruche-g2elab.S26";"2018-07-16T17:22:00+02:00";34,483
"ruche-g2elab.S26";"2018-07-16T17:24:00+02:00";34,729
"ruche-g2elab.S26";"2018-07-16T17:26:00+02:00";34,976
"ruche-g2elab.S26";"2018-07-16T17:28:00+02:00";35,222
"ruche-g2elab.S26";"2018-07-16T17:30:00+02:00";35,468
"ruche-g2elab.S26";"2018-07-16T17:32:00+02:00";35,715
"ruche-g2elab.S26";"2018-07-16T17:34:00+02:00";35,961
"ruche-g2elab.S26";"2018-07-16T17:36:00+02:00";36,207
"ruche-g2elab.S26";"2018-07-16T17:38:00+02:00";36,454
"ruche-g2elab.S26";"2018-07-16T17:40:00+02:00";36,7
"ruche-g2elab.S26";"2018-07-16T17:42:00+02:00";36,65
"ruche-g2elab.S26";"2018-07-16T17:44:00+02:00";36,6
"ruche-g2elab.S26";"2018-07-16T17:46:00+02:00";36,551
"ruche-g2elab.S26";"2018-07-16T17:48:00+02:00";36,501
"ruche-g2elab.S26";"2018-07-16T17:50:00+02:00";36,451
"ruche-g2elab.S26";"2018-07-16T17:52:00+02:00";36,401
"ruche-g2elab.S26";"2018-07-16T17:54:00+02:00";36,351
"ruche-g2elab.S26";"2018-07-16T17:56:00+02:00";36,302
"ruche-g2elab.S26";"2018-07-16T17:58:00+02:00";36,252
"ruche-g2elab.S26";"2018-07-16T18:00:00+02:00";36,202
"ruche-g2elab.S26";"2018-07-16T18:02:00+02:00";36,152
"ruche-g2elab.S26";"2018-07-16T18:04:00+02:00";36,102
"ruche-g2elab.S26";"2018-07-16T18:06:00+02:00";36,053
"ruche-g2elab.S26";"2018-07-16T18:08:00+02:00";36,003
"ruche-g2elab.S26";"2018-07-16T18:10:00+02:00";35,953
"ruche-g2elab.S26";"2018-07-16T18:12:00+02:00";35,903
"ruche-g2elab.S26";"2018-07-16T18:14:00+02:00";35,854
"ruche-g2elab.S26";"2018-07-16T18:16:00+02:00";35,804
"ruche-g2elab.S26";"2018-07-16T18:18:00+02:00";35,754
"ruche-g2elab.S26";"2018-07-16T18:20:00+02:00";35,704
"ruche-g2elab.S26";"2018-07-16T18:22:00+02:00";35,654
"ruche-g2elab.S26";"2018-07-16T18:24:00+02:00";35,605
"ruche-g2elab.S26";"2018-07-16T18:26:00+02:00";35,555
"ruche-g2elab.S26";"2018-07-16T18:28:00+02:00";35,505
"ruche-g2elab.S26";"2018-07-16T18:30:00+02:00";35,455
"ruche-g2elab.S26";"2018-07-16T18:32:00+02:00";35,405
"ruche-g2elab.S26";"2018-07-16T18:34:00+02:00";35,356
"ruche-g2elab.S26";"2018-07-16T18:36:00+02:00";35,306
"ruche-g2elab.S26";"2018-07-16T18:38:00+02:00";35,256
"ruche-g2elab.S26";"2018-07-16T18:40:00+02:00";35,206
"ruche-g2elab.S26";"2018-07-16T18:42:00+02:00";35,156
"ruche-g2elab.S26";"2018-07-16T18:44:00+02:00";35,107
"ruche-g2elab.S26";"2018-07-16T18:46:00+02:00";35,057
"ruche-g2elab.S26";"2018-07-16T18:48:00+02:00";35,007
"ruche-g2elab.S26";"2018-07-16T18:50:00+02:00";34,957
"ruche-g2elab.S26";"2018-07-16T18:52:00+02:00";34,907
"ruche-g2elab.S26";"2018-07-16T18:54:00+02:00";34,858
"ruche-g2elab.S26";"2018-07-16T18:56:00+02:00";34,808
"ruche-g2elab.S26";"2018-07-16T18:58:00+02:00";34,758
"ruche-g2elab.S26";"2018-07-16T19:00:00+02:00";34,708
"ruche-g2elab.S26";"2018-07-16T19:02:00+02:00";34,659
"ruche-g2elab.S26";"2018-07-16T19:04:00+02:00";34,609
"ruche-g2elab.S26";"2018-07-16T19:06:00+02:00";34,559
"ruche-g2elab.S26";"2018-07-16T19:08:00+02:00";34,509
"ruche-g2elab.S26";"2018-07-16T19:10:00+02:00";34,459
"ruche-g2elab.S26";"2018-07-16T19:12:00+02:00";34,41
"ruche-g2elab.S26";"2018-07-16T19:14:00+02:00";34,36
"ruche-g2elab.S26";"2018-07-16T19:16:00+02:00";34,31
"ruche-g2elab.S26";"2018-07-16T19:18:00+02:00";34,26
"ruche-g2elab.S26";"2018-07-16T19:20:00+02:00";34,21
"ruche-g2elab.S26";"2018-07-16T19:22:00+02:00";34,161
"ruche-g2elab.S26";"2018-07-16T19:24:00+02:00";34,111
"ruche-g2elab.S26";"2018-07-16T19:26:00+02:00";34,061
"ruche-g2elab.S26";"2018-07-16T19:28:00+02:00";34,011
"ruche-g2elab.S26";"2018-07-16T19:30:00+02:00";33,961
"ruche-g2elab.S26";"2018-07-16T19:32:00+02:00";33,912
"ruche-g2elab.S26";"2018-07-16T19:34:00+02:00";33,862
"ruche-g2elab.S26";"2018-07-16T19:36:00+02:00";33,812
"ruche-g2elab.S26";"2018-07-16T19:38:00+02:00";33,762
"ruche-g2elab.S26";"2018-07-16T19:40:00+02:00";33,712
"ruche-g2elab.S26";"2018-07-16T19:42:00+02:00";33,663
"ruche-g2elab.S26";"2018-07-16T19:44:00+02:00";33,613
"ruche-g2elab.S26";"2018-07-16T19:46:00+02:00";33,563
"ruche-g2elab.S26";"2018-07-16T19:48:00+02:00";33,513
"ruche-g2elab.S26";"2018-07-16T19:50:00+02:00";33,463
"ruche-g2elab.S26";"2018-07-16T19:52:00+02:00";33,414
"ruche-g2elab.S26";"2018-07-16T19:54:00+02:00";33,364
"ruche-g2elab.S26";"2018-07-16T19:56:00+02:00";33,314
"ruche-g2elab.S26";"2018-07-16T19:58:00+02:00";33,264
"ruche-g2elab.S26";"2018-07-16T20:00:00+02:00";33,215
"ruche-g2elab.S26";"2018-07-16T20:02:00+02:00";33,165
"ruche-g2elab.S26";"2018-07-16T20:04:00+02:00";33,115
"ruche-g2elab.S26";"2018-07-16T20:06:00+02:00";33,065
"ruche-g2elab.S26";"2018-07-16T20:08:00+02:00";33,015
"ruche-g2elab.S26";"2018-07-16T20:10:00+02:00";32,966
"ruche-g2elab.S26";"2018-07-16T20:12:00+02:00";32,916
"ruche-g2elab.S26";"2018-07-16T20:14:00+02:00";32,866
"ruche-g2elab.S26";"2018-07-16T20:16:00+02:00";32,816
"ruche-g2elab.S26";"2018-07-16T20:18:00+02:00";32,766
"ruche-g2elab.S26";"2018-07-16T20:20:00+02:00";32,717
"ruche-g2elab.S26";"2018-07-16T20:22:00+02:00";32,667
"ruche-g2elab.S26";"2018-07-16T20:24:00+02:00";32,617
"ruche-g2elab.S26";"2018-07-16T20:26:00+02:00";32,567
"ruche-g2elab.S26";"2018-07-16T20:28:00+02:00";32,517
"ruche-g2elab.S26";"2018-07-16T20:30:00+02:00";32,468
"ruche-g2elab.S26";"2018-07-16T20:32:00+02:00";32,418
"ruche-g2elab.S26";"2018-07-16T20:34:00+02:00";32,368
"ruche-g2elab.S26";"2018-07-16T20:36:00+02:00";32,318
"ruche-g2elab.S26";"2018-07-16T20:38:00+02:00";32,268
"ruche-g2elab.S26";"2018-07-16T20:40:00+02:00";32,219
"ruche-g2elab.S26";"2018-07-16T20:42:00+02:00";32,169
"ruche-g2elab.S26";"2018-07-16T20:44:00+02:00";32,119
"ruche-g2elab.S26";"2018-07-16T20:46:00+02:00";32,069
"ruche-g2elab.S26";"2018-07-16T20:48:00+02:00";32,02
"ruche-g2elab.S26";"2018-07-16T20:50:00+02:00";31,97
"ruche-g2elab.S26";"2018-07-16T20:52:00+02:00";31,92
"ruche-g2elab.S26";"2018-07-16T20:54:00+02:00";31,87
"ruche-g2elab.S26";"2018-07-16T20:56:00+02:00";31,82
"ruche-g2elab.S26";"2018-07-16T20:58:00+02:00";31,771
"ruche-g2elab.S26";"2018-07-16T21:00:00+02:00";31,721
"ruche-g2elab.S26";"2018-07-16T21:02:00+02:00";31,671
"ruche-g2elab.S26";"2018-07-16T21:04:00+02:00";31,621
"ruche-g2elab.S26";"2018-07-16T21:06:00+02:00";31,571
"ruche-g2elab.S26";"2018-07-16T21:08:00+02:00";31,522
"ruche-g2elab.S26";"2018-07-16T21:10:00+02:00";31,472
"ruche-g2elab.S26";"2018-07-16T21:12:00+02:00";31,422
"ruche-g2elab.S26";"2018-07-16T21:14:00+02:00";31,372
"ruche-g2elab.S26";"2018-07-16T21:16:00+02:00";31,322
"ruche-g2elab.S26";"2018-07-16T21:18:00+02:00";31,273
"ruche-g2elab.S26";"2018-07-16T21:20:00+02:00";31,223
"ruche-g2elab.S26";"2018-07-16T21:22:00+02:00";31,173
"ruche-g2elab.S26";"2018-07-16T21:24:00+02:00";31,123
"ruche-g2elab.S26";"2018-07-16T21:26:00+02:00";31,073
"ruche-g2elab.S26";"2018-07-16T21:28:00+02:00";31,024
"ruche-g2elab.S26";"2018-07-16T21:30:00+02:00";30,974
"ruche-g2elab.S26";"2018-07-16T21:32:00+02:00";30,924
"ruche-g2elab.S26";"2018-07-16T21:34:00+02:00";30,874
"ruche-g2elab.S26";"2018-07-16T21:36:00+02:00";30,824
"ruche-g2elab.S26";"2018-07-16T21:38:00+02:00";30,775
"ruche-g2elab.S26";"2018-07-16T21:40:00+02:00";30,725
"ruche-g2elab.S26";"2018-07-16T21:42:00+02:00";30,675
"ruche-g2elab.S26";"2018-07-16T21:44:00+02:00";30,625
"ruche-g2elab.S26";"2018-07-16T21:46:00+02:00";30,576
"ruche-g2elab.S26";"2018-07-16T21:48:00+02:00";30,526
"ruche-g2elab.S26";"2018-07-16T21:50:00+02:00";30,476
"ruche-g2elab.S26";"2018-07-16T21:52:00+02:00";30,426
"ruche-g2elab.S26";"2018-07-16T21:54:00+02:00";30,376
"ruche-g2elab.S26";"2018-07-16T21:56:00+02:00";30,327
"ruche-g2elab.S26";"2018-07-16T21:58:00+02:00";30,277
"ruche-g2elab.S26";"2018-07-16T22:00:00+02:00";30,227
"ruche-g2elab.S26";"2018-07-16T22:02:00+02:00";30,177
"ruche-g2elab.S26";"2018-07-16T22:04:00+02:00";30,127
"ruche-g2elab.S26";"2018-07-16T22:06:00+02:00";30,078
"ruche-g2elab.S26";"2018-07-16T22:08:00+02:00";30,028
"ruche-g2elab.S26";"2018-07-16T22:10:00+02:00";29,978
"ruche-g2elab.S26";"2018-07-16T22:12:00+02:00";29,928
"ruche-g2elab.S26";"2018-07-16T22:14:00+02:00";29,878
"ruche-g2elab.S26";"2018-07-16T22:16:00+02:00";29,829
"ruche-g2elab.S26";"2018-07-16T22:18:00+02:00";29,779
"ruche-g2elab.S26";"2018-07-16T22:20:00+02:00";29,729
"ruche-g2elab.S26";"2018-07-16T22:22:00+02:00";29,679
"ruche-g2elab.S26";"2018-07-16T22:24:00+02:00";29,629
"ruche-g2elab.S26";"2018-07-16T22:26:00+02:00";29,58
"ruche-g2elab.S26";"2018-07-16T22:28:00+02:00";29,53
"ruche-g2elab.S26";"2018-07-16T22:30:00+02:00";29,48
"ruche-g2elab.S26";"2018-07-16T22:32:00+02:00";29,43
"ruche-g2elab.S26";"2018-07-16T22:34:00+02:00";29,38
"ruche-g2elab.S26";"2018-07-16T22:36:00+02:00";29,331
"ruche-g2elab.S26";"2018-07-16T22:38:00+02:00";29,281
"ruche-g2elab.S26";"2018-07-16T22:40:00+02:00";29,231
"ruche-g2elab.S26";"2018-07-16T22:42:00+02:00";29,181
"ruche-g2elab.S26";"2018-07-16T22:44:00+02:00";29,132
"ruche-g2elab.S26";"2018-07-16T22:46:00+02:00";29,082
"ruche-g2elab.S26";"2018-07-16T22:48:00+02:00";29,032
"ruche-g2elab.S26";"2018-07-16T22:50:00+02:00";28,982
"ruche-g2elab.S26";"2018-07-16T22:52:00+02:00";28,932
"ruche-g2elab.S26";"2018-07-16T22:54:00+02:00";28,883
"ruche-g2elab.S26";"2018-07-16T22:56:00+02:00";28,833
"ruche-g2elab.S26";"2018-07-16T22:58:00+02:00";28,783
"ruche-g2elab.S26";"2018-07-16T23:00:00+02:00";28,733
"ruche-g2elab.S26";"2018-07-16T23:02:00+02:00";28,683
"ruche-g2elab.S26";"2018-07-16T23:04:00+02:00";28,634
"ruche-g2elab.S26";"2018-07-16T23:06:00+02:00";28,584
"ruche-g2elab.S26";"2018-07-16T23:08:00+02:00";28,534
"ruche-g2elab.S26";"2018-07-16T23:10:00+02:00";28,484
"ruche-g2elab.S26";"2018-07-16T23:12:00+02:00";28,434
"ruche-g2elab.S26";"2018-07-16T23:14:00+02:00";28,385
"ruche-g2elab.S26";"2018-07-16T23:16:00+02:00";28,335
"ruche-g2elab.S26";"2018-07-16T23:18:00+02:00";28,285
"ruche-g2elab.S26";"2018-07-16T23:20:00+02:00";28,235
"ruche-g2elab.S26";"2018-07-16T23:22:00+02:00";28,185
"ruche-g2elab.S26";"2018-07-16T23:24:00+02:00";28,136
"ruche-g2elab.S26";"2018-07-16T23:26:00+02:00";28,086
"ruche-g2elab.S26";"2018-07-16T23:28:00+02:00";28,036
"ruche-g2elab.S26";"2018-07-16T23:30:00+02:00";27,986
"ruche-g2elab.S26";"2018-07-16T23:32:00+02:00";27,937
"ruche-g2elab.S26";"2018-07-16T23:34:00+02:00";27,887
"ruche-g2elab.S26";"2018-07-16T23:36:00+02:00";27,837
"ruche-g2elab.S26";"2018-07-16T23:38:00+02:00";27,787
"ruche-g2elab.S26";"2018-07-16T23:40:00+02:00";27,737
"ruche-g2elab.S26";"2018-07-16T23:42:00+02:00";27,688
"ruche-g2elab.S26";"2018-07-16T23:44:00+02:00";27,638
"ruche-g2elab.S26";"2018-07-16T23:46:00+02:00";27,588
"ruche-g2elab.S26";"2018-07-16T23:48:00+02:00";27,538
"ruche-g2elab.S26";"2018-07-16T23:50:00+02:00";27,488
"ruche-g2elab.S26";"2018-07-16T23:52:00+02:00";27,439
"ruche-g2elab.S26";"2018-07-16T23:54:00+02:00";27,389
"ruche-g2elab.S26";"2018-07-16T23:56:00+02:00";27,339
"ruche-g2elab.S26";"2018-07-16T23:58:00+02:00";27,289
"ruche-g2elab.S26";"2018-07-17T00:00:00+02:00";27,239
"ruche-g2elab.S26";"2018-07-17T00:02:00+02:00";27,19
"ruche-g2elab.S26";"2018-07-17T00:04:00+02:00";27,14
"ruche-g2elab.S26";"2018-07-17T00:06:00+02:00";27,09
"ruche-g2elab.S26";"2018-07-17T00:08:00+02:00";27,04
"ruche-g2elab.S26";"2018-07-17T00:10:00+02:00";26,99
"ruche-g2elab.S26";"2018-07-17T00:12:00+02:00";26,941
"ruche-g2elab.S26";"2018-07-17T00:14:00+02:00";26,891
"ruche-g2elab.S26";"2018-07-17T00:16:00+02:00";26,841
"ruche-g2elab.S26";"2018-07-17T00:18:00+02:00";26,791
"ruche-g2elab.S26";"2018-07-17T00:20:00+02:00";26,741
"ruche-g2elab.S26";"2018-07-17T00:22:00+02:00";26,692
"ruche-g2elab.S26";"2018-07-17T00:24:00+02:00";26,642
"ruche-g2elab.S26";"2018-07-17T00:26:00+02:00";26,592
"ruche-g2elab.S26";"2018-07-17T00:28:00+02:00";26,542
"ruche-g2elab.S26";"2018-07-17T00:30:00+02:00";26,493
"ruche-g2elab.S26";"2018-07-17T00:32:00+02:00";26,443
"ruche-g2elab.S26";"2018-07-17T00:34:00+02:00";26,393
"ruche-g2elab.S26";"2018-07-17T00:36:00+02:00";26,343
"ruche-g2elab.S26";"2018-07-17T00:38:00+02:00";26,293
"ruche-g2elab.S26";"2018-07-17T00:40:00+02:00";26,244
"ruche-g2elab.S26";"2018-07-17T00:42:00+02:00";26,194
"ruche-g2elab.S26";"2018-07-17T00:44:00+02:00";26,144
"ruche-g2elab.S26";"2018-07-17T00:46:00+02:00";26,094
"ruche-g2elab.S26";"2018-07-17T00:48:00+02:00";26,044
"ruche-g2elab.S26";"2018-07-17T00:50:00+02:00";25,995
"ruche-g2elab.S26";"2018-07-17T00:52:00+02:00";25,945
"ruche-g2elab.S26";"2018-07-17T00:54:00+02:00";25,895
"ruche-g2elab.S26";"2018-07-17T00:56:00+02:00";25,845
"ruche-g2elab.S26";"2018-07-17T00:58:00+02:00";25,795
"ruche-g2elab.S26";"2018-07-17T01:00:00+02:00";25,746
"ruche-g2elab.S26";"2018-07-17T01:02:00+02:00";25,696
"ruche-g2elab.S26";"2018-07-17T01:04:00+02:00";25,646
"ruche-g2elab.S26";"2018-07-17T01:06:00+02:00";25,596
"ruche-g2elab.S26";"2018-07-17T01:08:00+02:00";25,546
"ruche-g2elab.S26";"2018-07-17T01:10:00+02:00";25,497
"ruche-g2elab.S26";"2018-07-17T01:12:00+02:00";25,447
"ruche-g2elab.S26";"2018-07-17T01:14:00+02:00";25,397
"ruche-g2elab.S26";"2018-07-17T01:16:00+02:00";25,347
"ruche-g2elab.S26";"2018-07-17T01:18:00+02:00";25,298
"ruche-g2elab.S26";"2018-07-17T01:20:00+02:00";25,248
"ruche-g2elab.S26";"2018-07-17T01:22:00+02:00";25,198
"ruche-g2elab.S26";"2018-07-17T01:24:00+02:00";25,148
"ruche-g2elab.S26";"2018-07-17T01:26:00+02:00";25,098
"ruche-g2elab.S26";"2018-07-17T01:28:00+02:00";25,049
"ruche-g2elab.S26";"2018-07-17T01:30:00+02:00";24,999
"ruche-g2elab.S26";"2018-07-17T01:32:00+02:00";24,949
"ruche-g2elab.S26";"2018-07-17T01:34:00+02:00";24,899
"ruche-g2elab.S26";"2018-07-17T01:36:00+02:00";24,849
